Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
102-63-9313,J,Berlin,Normal,Female,Fashion accessories,67.82,3,10.17,213.63,11/1/2019,5:34,Cash,203.46,4.76,10.17,9.2
171-62-1947,J,Johannesburg,Member,Male,Health and beauty,33.64,9,15.14,317.9,11/12/2019,3:4,Credit card,302.76,4.76,15.14,5.4
200-88-3734,K,Sydney,Member,Male,Sports and travel,51.39,1,2.57,53.96,2/8/2019,8:8,Cash,51.39,4.76,2.57,9.3
234-89-4773,L,London,Normal,Female,Sports and travel,75.92,5,18.98,398.58,22/9/2019,10:17,Ewallet,379.6,4.76,18.98,5.3
112-59-4279,K,Cape Town,Member,Female,Electronic accessories,62.63,6,18.79,394.57,20/11/2019,15:57,Credit card,375.78,4.76,18.79,5.4
274-92-5569,H,Cape Town,Member,Female,Fashion accessories,21.11,9,9.5,199.49,27/9/2019,11:6,Cash,189.99,4.76,9.5,5.1
789-58-6471,L,Berlin,Normal,Female,Home and lifestyle,70.15,2,7.02,147.32,22/6/2019,1:48,Ewallet,140.3,4.76,7.02,5.0
777-63-7147,I,Berlin,Normal,Female,Food and beverages,67.44,9,30.35,637.31,24/11/2019,14:40,Ewallet,606.96,4.76,30.35,6.0
476-56-9843,I,Johannesburg,Member,Male,Health and beauty,78.36,2,7.84,164.56,14/1/2019,20:23,Ewallet,156.72,4.76,7.84,6.3
388-42-6101,H,Melbourne,Member,Female,Fashion accessories,15.57,8,6.23,130.79,6/12/2019,7:21,Credit card,124.56,4.76,6.23,9.0
589-31-8202,L,Berlin,Normal,Male,Home and lifestyle,27.08,5,6.77,142.17,27/6/2019,19:57,Credit card,135.4,4.76,6.77,7.3
451-58-7200,J,Cape Town,Normal,Female,Health and beauty,58.5,6,17.55,368.55,3/2/2019,6:14,Credit card,351.0,4.76,17.55,8.9
529-55-2207,L,Sydney,Member,Female,Electronic accessories,35.34,2,3.53,74.21,20/11/2019,4:8,Cash,70.68,4.76,3.53,7.2
498-61-2554,I,Johannesburg,Member,Male,Food and beverages,99.33,10,49.66,1042.96,4/7/2019,5:4,Cash,993.3,4.76,49.66,7.1
117-97-1337,I,Melbourne,Normal,Female,Fashion accessories,23.36,10,11.68,245.28,5/5/2019,11:11,Credit card,233.6,4.76,11.68,6.2
891-63-3598,L,Berlin,Normal,Female,Fashion accessories,69.97,8,27.99,587.75,21/5/2019,2:43,Ewallet,559.76,4.76,27.99,9.4
262-40-4144,H,Berlin,Member,Male,Electronic accessories,82.13,6,24.64,517.42,12/8/2019,16:14,Cash,492.78,4.76,24.64,8.9
351-54-5603,L,London,Member,Female,Electronic accessories,97.71,3,14.66,307.79,26/10/2019,8:30,Cash,293.13,4.76,14.66,8.8
862-89-3412,H,Johannesburg,Member,Female,Fashion accessories,20.59,8,8.24,172.96,29/5/2019,3:29,Ewallet,164.72,4.76,8.24,8.7
159-51-8017,J,Cape Town,Normal,Male,Food and beverages,59.81,1,2.99,62.8,20/2/2019,20:52,Cash,59.81,4.76,2.99,6.6
134-10-7837,L,Melbourne,Normal,Female,Food and beverages,22.19,9,9.99,209.7,11/5/2019,21:43,Ewallet,199.71,4.76,9.99,4.3
508-40-5983,H,Berlin,Member,Female,Home and lifestyle,64.15,9,28.87,606.22,21/8/2019,4:50,Credit card,577.35,4.76,28.87,7.1
448-31-6097,I,Melbourne,Member,Female,Food and beverages,88.37,2,8.84,185.58,27/11/2019,8:8,Ewallet,176.74,4.76,8.84,7.9
828-60-5030,J,Melbourne,Member,Female,Food and beverages,84.05,6,25.21,529.51,29/8/2019,0:46,Credit card,504.3,4.76,25.21,8.6
314-51-8038,H,Berlin,Member,Female,Fashion accessories,78.73,2,7.87,165.33,10/8/2019,4:49,Ewallet,157.46,4.76,7.87,5.6
799-11-9421,J,Cape Town,Normal,Male,Health and beauty,45.44,1,2.27,47.71,5/12/2019,17:39,Credit card,45.44,4.76,2.27,4.2
461-79-7406,J,Johannesburg,Member,Female,Food and beverages,87.95,8,35.18,738.78,17/1/2019,23:24,Cash,703.6,4.76,35.18,9.8
164-47-7731,L,London,Normal,Male,Electronic accessories,19.51,8,7.8,163.88,2/12/2019,23:18,Ewallet,156.08,4.76,7.8,7.5
509-33-4973,H,Berlin,Normal,Female,Food and beverages,23.04,2,2.3,48.38,10/7/2019,20:17,Ewallet,46.08,4.76,2.3,8.8
344-50-9921,L,Sydney,Normal,Female,Health and beauty,58.48,2,5.85,122.81,17/6/2019,2:49,Ewallet,116.96,4.76,5.85,9.3
791-48-6092,J,Cape Town,Member,Female,Electronic accessories,9.7,5,2.43,50.93,13/11/2019,7:40,Ewallet,48.5,4.76,2.43,8.9
344-82-5895,H,Cape Town,Member,Female,Sports and travel,62.37,3,9.36,196.47,30/6/2019,17:35,Ewallet,187.11,4.76,9.36,9.1
445-50-4829,H,Johannesburg,Normal,Male,Sports and travel,66.45,8,26.58,558.18,22/9/2019,23:47,Credit card,531.6,4.76,26.58,4.4
658-79-2324,K,Berlin,Member,Female,Health and beauty,53.07,3,7.96,167.17,20/6/2019,16:17,Credit card,159.21,4.76,7.96,9.3
887-97-7408,L,Melbourne,Member,Female,Sports and travel,7.72,9,3.47,72.95,29/4/2019,22:32,Cash,69.48,4.76,3.47,7.4
981-37-1883,K,Sydney,Member,Female,Electronic accessories,91.14,2,9.11,191.39,1/11/2019,7:11,Ewallet,182.28,4.76,9.11,8.8
928-99-1844,K,Johannesburg,Member,Male,Sports and travel,86.1,6,25.83,542.43,3/9/2019,11:28,Cash,516.6,4.76,25.83,6.0
128-54-5930,I,Berlin,Member,Male,Health and beauty,59.96,9,26.98,566.62,1/8/2019,18:50,Cash,539.64,4.76,26.98,8.5
179-92-4555,J,Berlin,Member,Female,Fashion accessories,30.97,4,6.19,130.07,20/2/2019,13:22,Credit card,123.88,4.76,6.19,6.7
874-61-7703,H,Sydney,Member,Male,Sports and travel,14.52,4,2.9,60.98,17/2/2019,1:16,Cash,58.08,4.76,2.9,7.0
717-43-9344,L,Melbourne,Normal,Female,Sports and travel,38.34,1,1.92,40.26,12/7/2019,7:17,Credit card,38.34,4.76,1.92,4.1
864-67-1238,H,Johannesburg,Normal,Male,Sports and travel,40.96,8,16.38,344.06,2/1/2019,8:13,Cash,327.68,4.76,16.38,9.7
449-44-7620,I,Johannesburg,Member,Female,Sports and travel,22.68,7,7.94,166.7,8/8/2019,7:13,Ewallet,158.76,4.76,7.94,8.6
606-40-2277,J,Cape Town,Member,Female,Electronic accessories,70.71,1,3.54,74.25,23/7/2019,19:52,Credit card,70.71,4.76,3.54,7.9
144-38-8544,J,Johannesburg,Member,Female,Fashion accessories,55.05,4,11.01,231.21,17/6/2019,5:58,Credit card,220.2,4.76,11.01,9.7
556-63-4144,I,Cape Town,Member,Female,Food and beverages,77.44,5,19.36,406.56,11/11/2019,11:48,Ewallet,387.2,4.76,19.36,8.4
486-63-2553,L,London,Member,Male,Home and lifestyle,75.87,1,3.79,79.66,26/1/2019,16:10,Cash,75.87,4.76,3.79,8.2
424-44-5448,J,Sydney,Member,Male,Electronic accessories,53.97,6,16.19,340.01,10/10/2019,2:12,Ewallet,323.82,4.76,16.19,9.0
544-83-3206,K,Sydney,Normal,Male,Electronic accessories,82.72,9,37.22,781.7,26/6/2019,6:12,Cash,744.48,4.76,37.22,6.5
752-93-6052,I,Sydney,Normal,Male,Electronic accessories,49.29,7,17.25,362.28,3/8/2019,11:35,Credit card,345.03,4.76,17.25,7.2
364-13-2487,L,Cape Town,Member,Female,Food and beverages,38.05,3,5.71,119.86,2/2/2019,13:44,Credit card,114.15,4.76,5.71,5.2
135-13-1919,J,Cape Town,Member,Female,Home and lifestyle,24.1,10,12.05,253.05,15/6/2019,5:39,Cash,241.0,4.76,12.05,5.8
674-70-6494,K,Melbourne,Normal,Male,Health and beauty,81.4,2,8.14,170.94,10/1/2019,0:41,Ewallet,162.8,4.76,8.14,9.8
441-82-9173,K,Cape Town,Normal,Male,Fashion accessories,49.59,6,14.88,312.42,8/8/2019,20:4,Credit card,297.54,4.76,14.88,8.7
882-94-8325,H,Berlin,Normal,Male,Electronic accessories,17.55,7,6.14,128.99,8/5/2019,21:59,Ewallet,122.85,4.76,6.14,7.9
598-39-7528,J,London,Member,Female,Sports and travel,65.65,1,3.28,68.93,27/11/2019,8:20,Cash,65.65,4.76,3.28,6.1
796-21-6294,I,London,Member,Female,Health and beauty,9.18,10,4.59,96.39,26/12/2019,22:33,Credit card,91.8,4.76,4.59,7.1
407-88-1678,J,Johannesburg,Member,Female,Electronic accessories,99.39,4,19.88,417.44,7/9/2019,17:8,Credit card,397.56,4.76,19.88,4.2
344-97-1419,I,Melbourne,Member,Male,Food and beverages,72.94,1,3.65,76.59,9/2/2019,12:47,Cash,72.94,4.76,3.65,5.7
185-45-3212,I,Sydney,Member,Female,Health and beauty,58.37,4,11.67,245.15,25/4/2019,13:37,Ewallet,233.48,4.76,11.67,7.5
430-36-6514,H,London,Member,Male,Fashion accessories,6.0,3,0.9,18.9,21/10/2019,16:36,Credit card,18.0,4.76,0.9,9.0
588-95-7572,K,London,Normal,Male,Electronic accessories,65.12,3,9.77,205.13,17/8/2019,21:20,Cash,195.36,4.76,9.77,7.8
323-99-9720,L,Johannesburg,Member,Male,Electronic accessories,57.4,8,22.96,482.16,8/7/2019,2:2,Credit card,459.2,4.76,22.96,6.8
232-34-1174,K,Johannesburg,Normal,Male,Electronic accessories,27.75,7,9.71,203.96,3/4/2019,20:4,Credit card,194.25,4.76,9.71,6.1
250-81-2112,J,Sydney,Member,Female,Sports and travel,33.33,9,15.0,314.97,17/10/2019,18:14,Credit card,299.97,4.76,15.0,6.0
275-39-1811,K,Melbourne,Member,Male,Fashion accessories,80.9,9,36.41,764.51,12/9/2019,11:17,Ewallet,728.1,4.76,36.41,8.0
531-77-3947,H,Cape Town,Member,Male,Fashion accessories,37.97,9,17.09,358.82,8/4/2019,16:40,Cash,341.73,4.76,17.09,6.5
131-67-4604,J,Sydney,Normal,Male,Electronic accessories,73.17,7,25.61,537.8,18/10/2019,5:43,Ewallet,512.19,4.76,25.61,6.4
448-10-5404,H,Cape Town,Member,Female,Food and beverages,9.51,8,3.8,79.88,16/6/2019,17:46,Cash,76.08,4.76,3.8,8.8
393-96-8847,L,Melbourne,Normal,Female,Fashion accessories,70.44,8,28.18,591.7,29/11/2019,12:11,Cash,563.52,4.76,28.18,4.9
858-69-5759,L,London,Member,Male,Food and beverages,92.18,5,23.05,483.95,13/4/2019,15:43,Credit card,460.9,4.76,23.05,9.0
385-45-5938,L,London,Member,Female,Sports and travel,96.52,1,4.83,101.35,17/1/2019,20:53,Credit card,96.52,4.76,4.83,9.5
727-60-2649,L,Johannesburg,Member,Female,Sports and travel,37.66,9,16.95,355.89,25/2/2019,0:10,Ewallet,338.94,4.76,16.95,7.8
893-85-6562,J,Sydney,Member,Male,Sports and travel,38.58,9,17.36,364.58,13/6/2019,12:22,Cash,347.22,4.76,17.36,6.7
177-33-6992,H,London,Member,Male,Health and beauty,65.1,2,6.51,136.71,24/1/2019,14:17,Ewallet,130.2,4.76,6.51,8.8
908-49-8717,I,Johannesburg,Member,Male,Health and beauty,7.65,4,1.53,32.13,12/7/2019,10:54,Cash,30.6,4.76,1.53,8.2
444-13-6383,L,Johannesburg,Normal,Male,Fashion accessories,40.31,4,8.06,169.3,30/7/2019,19:52,Ewallet,161.24,4.76,8.06,6.0
359-50-8798,J,Berlin,Normal,Male,Home and lifestyle,70.16,9,31.57,663.01,17/3/2019,2:28,Cash,631.44,4.76,31.57,5.4
832-74-8938,K,Sydney,Member,Male,Food and beverages,83.06,4,16.61,348.85,15/12/2019,22:36,Ewallet,332.24,4.76,16.61,9.7
195-22-4624,I,Cape Town,Normal,Female,Health and beauty,44.68,2,4.47,93.83,20/5/2019,14:57,Cash,89.36,4.76,4.47,6.8
670-79-3528,L,London,Normal,Female,Home and lifestyle,85.15,6,25.55,536.45,30/3/2019,3:15,Cash,510.9,4.76,25.55,6.3
686-38-1422,I,Sydney,Member,Male,Fashion accessories,96.6,8,38.64,811.44,29/9/2019,17:23,Ewallet,772.8,4.76,38.64,4.2
546-17-7136,K,London,Member,Female,Home and lifestyle,39.79,7,13.93,292.46,8/2/2019,15:24,Credit card,278.53,4.76,13.93,6.7
954-45-8374,I,London,Member,Female,Home and lifestyle,96.12,7,33.64,706.48,10/2/2019,7:2,Ewallet,672.84,4.76,33.64,7.7
866-43-7183,L,Cape Town,Member,Male,Electronic accessories,57.63,9,25.93,544.6,22/6/2019,10:51,Credit card,518.67,4.76,25.93,5.5
638-48-4589,I,London,Member,Male,Home and lifestyle,60.59,7,21.21,445.34,8/11/2019,3:31,Credit card,424.13,4.76,21.21,4.8
799-91-9353,K,Cape Town,Member,Female,Food and beverages,46.31,1,2.32,48.63,5/12/2019,12:29,Ewallet,46.31,4.76,2.32,4.4
638-82-9689,H,Johannesburg,Member,Male,Health and beauty,20.55,10,10.28,215.78,27/11/2019,8:49,Credit card,205.5,4.76,10.28,6.0
528-87-1520,L,Sydney,Normal,Male,Health and beauty,23.63,4,4.73,99.25,26/3/2019,22:10,Ewallet,94.52,4.76,4.73,4.7
611-51-1225,J,Melbourne,Member,Female,Food and beverages,21.24,6,6.37,133.81,4/12/2019,22:52,Credit card,127.44,4.76,6.37,4.0
324-24-6248,I,Cape Town,Normal,Male,Food and beverages,54.52,10,27.26,572.46,12/7/2019,16:33,Credit card,545.2,4.76,27.26,5.0
579-54-8530,J,Berlin,Normal,Female,Home and lifestyle,49.1,3,7.37,154.67,6/12/2019,13:13,Credit card,147.3,4.76,7.37,7.1
600-11-3032,K,Johannesburg,Member,Male,Sports and travel,42.05,7,14.72,309.07,21/7/2019,19:5,Ewallet,294.35,4.76,14.72,9.8
771-72-8387,H,London,Member,Male,Electronic accessories,64.65,4,12.93,271.53,3/4/2019,7:43,Credit card,258.6,4.76,12.93,9.5
500-45-3142,J,Johannesburg,Normal,Female,Sports and travel,8.8,7,3.08,64.68,10/12/2019,22:16,Credit card,61.6,4.76,3.08,6.4
311-10-7359,H,Melbourne,Normal,Male,Electronic accessories,37.74,1,1.89,39.63,26/4/2019,22:40,Credit card,37.74,4.76,1.89,4.4
897-88-5732,K,Johannesburg,Member,Female,Sports and travel,75.54,10,37.77,793.17,20/1/2019,3:43,Cash,755.4,4.76,37.77,7.4
638-75-7895,L,Berlin,Normal,Male,Food and beverages,42.44,6,12.73,267.37,23/4/2019,8:54,Ewallet,254.64,4.76,12.73,6.6
142-52-8123,H,Cape Town,Normal,Male,Health and beauty,35.32,5,8.83,185.43,12/8/2019,4:24,Credit card,176.6,4.76,8.83,9.6
862-95-6771,J,London,Member,Female,Fashion accessories,54.4,9,24.48,514.08,12/4/2019,4:57,Ewallet,489.6,4.76,24.48,5.8
105-77-9738,J,Melbourne,Member,Male,Health and beauty,28.44,10,14.22,298.62,24/12/2019,21:30,Ewallet,284.4,4.76,14.22,5.6
159-93-3010,H,Berlin,Member,Female,Food and beverages,61.22,7,21.43,449.97,29/1/2019,6:46,Ewallet,428.54,4.76,21.43,7.8
388-89-1187,H,Melbourne,Member,Male,Electronic accessories,79.35,5,19.84,416.59,19/7/2019,1:22,Ewallet,396.75,4.76,19.84,4.5
583-70-9139,K,Cape Town,Normal,Female,Electronic accessories,51.9,9,23.36,490.46,14/2/2019,8:2,Cash,467.1,4.76,23.36,6.3
409-21-9227,H,Johannesburg,Member,Female,Sports and travel,53.18,6,15.95,335.03,24/3/2019,23:39,Credit card,319.08,4.76,15.95,5.5
815-62-9247,L,Cape Town,Member,Female,Electronic accessories,14.36,3,2.15,45.23,16/1/2019,9:9,Credit card,43.08,4.76,2.15,9.6
313-86-8048,K,Berlin,Normal,Female,Electronic accessories,36.66,5,9.16,192.46,15/6/2019,7:10,Ewallet,183.3,4.76,9.16,8.4
269-59-2969,L,Berlin,Member,Male,Health and beauty,14.25,6,4.28,89.78,3/12/2019,0:30,Credit card,85.5,4.76,4.28,7.2
907-83-5850,I,Sydney,Member,Female,Electronic accessories,71.11,4,14.22,298.66,24/7/2019,5:32,Cash,284.44,4.76,14.22,5.5
303-79-1574,K,London,Normal,Female,Electronic accessories,27.63,8,11.05,232.09,16/2/2019,23:29,Cash,221.04,4.76,11.05,4.8
424-48-7695,L,London,Normal,Male,Sports and travel,69.77,8,27.91,586.07,20/2/2019,14:7,Credit card,558.16,4.76,27.91,8.3
394-40-5120,I,Berlin,Member,Female,Food and beverages,48.22,3,7.23,151.89,14/3/2019,10:25,Cash,144.66,4.76,7.23,6.7
887-82-5553,H,Johannesburg,Member,Male,Health and beauty,52.76,8,21.1,443.18,6/8/2019,10:45,Credit card,422.08,4.76,21.1,6.9
956-11-6903,I,Sydney,Normal,Male,Fashion accessories,79.58,4,15.92,334.24,6/11/2019,6:38,Cash,318.32,4.76,15.92,4.1
289-63-9592,L,Sydney,Member,Female,Food and beverages,55.3,6,16.59,348.39,2/5/2019,19:52,Credit card,331.8,4.76,16.59,4.6
996-80-3736,H,Sydney,Member,Female,Home and lifestyle,34.63,2,3.46,72.72,29/5/2019,10:26,Credit card,69.26,4.76,3.46,6.6
514-39-4619,J,Johannesburg,Member,Male,Fashion accessories,59.79,4,11.96,251.12,9/2/2019,12:26,Cash,239.16,4.76,11.96,8.5
576-90-5282,J,Berlin,Normal,Male,Electronic accessories,31.36,2,3.14,65.86,6/7/2019,16:9,Ewallet,62.72,4.76,3.14,8.5
276-15-9524,H,Melbourne,Member,Female,Health and beauty,83.56,10,41.78,877.38,18/9/2019,15:40,Ewallet,835.6,4.76,41.78,5.9
265-66-3235,I,Johannesburg,Normal,Female,Fashion accessories,17.89,7,6.26,131.49,16/7/2019,1:50,Ewallet,125.23,4.76,6.26,9.6
328-37-8658,H,London,Member,Female,Health and beauty,48.81,6,14.64,307.5,6/6/2019,8:13,Cash,292.86,4.76,14.64,5.9
983-10-2075,H,Sydney,Member,Female,Food and beverages,58.07,5,14.52,304.87,17/3/2019,14:3,Cash,290.35,4.76,14.52,6.5
652-78-3368,H,Johannesburg,Member,Male,Fashion accessories,54.89,8,21.96,461.08,29/8/2019,23:48,Ewallet,439.12,4.76,21.96,9.8
810-12-4498,L,Sydney,Member,Male,Home and lifestyle,73.38,5,18.34,385.24,13/2/2019,2:39,Ewallet,366.9,4.76,18.34,4.2
469-10-8449,K,Melbourne,Normal,Female,Electronic accessories,24.58,7,8.6,180.66,1/2/2019,19:41,Credit card,172.06,4.76,8.6,8.4
708-39-9376,K,Cape Town,Member,Male,Fashion accessories,80.71,4,16.14,338.98,8/10/2019,7:0,Cash,322.84,4.76,16.14,5.5
227-40-9483,K,Cape Town,Member,Female,Health and beauty,54.33,2,5.43,114.09,21/7/2019,12:0,Ewallet,108.66,4.76,5.43,6.0
929-24-3831,H,Cape Town,Normal,Male,Food and beverages,48.95,10,24.48,513.98,19/6/2019,14:9,Credit card,489.5,4.76,24.48,7.8
309-69-7603,I,Melbourne,Normal,Female,Food and beverages,89.25,6,26.78,562.28,8/2/2019,2:3,Cash,535.5,4.76,26.78,6.6
277-41-7704,J,Sydney,Normal,Male,Food and beverages,11.48,3,1.72,36.16,2/2/2019,19:46,Cash,34.44,4.76,1.72,9.5
279-98-5881,L,Johannesburg,Member,Female,Health and beauty,94.9,4,18.98,398.58,6/3/2019,23:1,Credit card,379.6,4.76,18.98,9.1
568-94-4952,J,Sydney,Normal,Male,Health and beauty,38.16,3,5.72,120.2,5/3/2019,19:0,Cash,114.48,4.76,5.72,4.6
861-75-1545,H,Berlin,Normal,Male,Electronic accessories,13.91,7,4.87,102.24,16/8/2019,22:4,Cash,97.37,4.76,4.87,5.9
223-45-5933,H,Cape Town,Member,Female,Fashion accessories,84.62,3,12.69,266.55,26/6/2019,22:27,Credit card,253.86,4.76,12.69,8.9
646-19-7684,H,Sydney,Normal,Female,Health and beauty,36.79,8,14.72,309.04,20/2/2019,3:55,Credit card,294.32,4.76,14.72,6.9
501-27-8945,L,Johannesburg,Normal,Female,Sports and travel,85.95,8,34.38,721.98,30/3/2019,23:26,Cash,687.6,4.76,34.38,7.9
951-39-5261,J,Sydney,Member,Female,Food and beverages,92.61,2,9.26,194.48,8/8/2019,11:36,Cash,185.22,4.76,9.26,4.4
532-91-6730,K,Johannesburg,Member,Male,Food and beverages,45.92,1,2.3,48.22,29/11/2019,19:21,Credit card,45.92,4.76,2.3,9.1
277-62-4625,H,Berlin,Normal,Male,Electronic accessories,19.64,5,4.91,103.11,12/6/2019,7:30,Ewallet,98.2,4.76,4.91,5.1
169-82-8479,J,Johannesburg,Member,Female,Sports and travel,86.74,8,34.7,728.62,20/4/2019,20:40,Cash,693.92,4.76,34.7,8.9
636-55-8411,J,Cape Town,Member,Male,Food and beverages,38.28,3,5.74,120.58,3/8/2019,15:32,Ewallet,114.84,4.76,5.74,4.1
571-49-5379,H,Berlin,Normal,Male,Home and lifestyle,7.96,2,0.8,16.72,15/6/2019,21:6,Cash,15.92,4.76,0.8,5.1
662-93-7847,H,London,Normal,Male,Electronic accessories,36.75,3,5.51,115.76,11/5/2019,8:18,Cash,110.25,4.76,5.51,7.7
738-50-2705,I,Cape Town,Normal,Female,Home and lifestyle,48.51,10,24.25,509.35,12/4/2019,10:36,Ewallet,485.1,4.76,24.25,7.3
516-52-8980,K,London,Normal,Female,Sports and travel,14.31,5,3.58,75.13,7/2/2019,14:39,Credit card,71.55,4.76,3.58,4.8
529-54-7902,H,Sydney,Normal,Male,Food and beverages,11.14,6,3.34,70.18,4/6/2019,20:10,Cash,66.84,4.76,3.34,5.8
102-23-5305,I,Melbourne,Normal,Female,Health and beauty,34.96,6,10.49,220.25,6/6/2019,16:3,Cash,209.76,4.76,10.49,5.8
845-58-7937,I,Melbourne,Normal,Female,Electronic accessories,7.45,9,3.35,70.4,25/8/2019,8:2,Cash,67.05,4.76,3.35,6.3
856-98-9632,K,London,Normal,Male,Electronic accessories,93.81,9,42.21,886.5,29/5/2019,14:38,Credit card,844.29,4.76,42.21,8.8
899-11-8306,K,London,Normal,Female,Food and beverages,11.03,8,4.41,92.65,9/8/2019,3:31,Ewallet,88.24,4.76,4.41,9.6
880-32-9844,L,Sydney,Member,Male,Sports and travel,12.69,4,2.54,53.3,4/9/2019,7:0,Ewallet,50.76,4.76,2.54,9.8
775-16-4616,I,Johannesburg,Normal,Male,Home and lifestyle,72.65,1,3.63,76.28,30/3/2019,6:32,Ewallet,72.65,4.76,3.63,4.9
497-31-6983,L,Berlin,Member,Male,Electronic accessories,88.66,10,44.33,930.93,15/10/2019,1:3,Ewallet,886.6,4.76,44.33,5.1
457-22-9183,H,Cape Town,Normal,Male,Home and lifestyle,15.39,9,6.93,145.44,22/9/2019,3:20,Cash,138.51,4.76,6.93,7.9
924-78-3174,I,London,Member,Female,Home and lifestyle,53.72,6,16.12,338.44,14/8/2019,1:38,Credit card,322.32,4.76,16.12,4.6
858-23-9810,L,London,Normal,Male,Food and beverages,34.27,7,11.99,251.88,22/9/2019,9:1,Ewallet,239.89,4.76,11.99,4.0
879-46-5874,H,Melbourne,Normal,Male,Fashion accessories,66.36,4,13.27,278.71,9/4/2019,12:30,Credit card,265.44,4.76,13.27,5.1
635-77-4856,J,Melbourne,Normal,Male,Health and beauty,49.85,3,7.48,157.03,13/4/2019,17:6,Cash,149.55,4.76,7.48,8.3
181-45-5591,H,Johannesburg,Member,Male,Health and beauty,77.51,6,23.25,488.31,15/11/2019,15:1,Ewallet,465.06,4.76,23.25,7.5
726-90-1544,J,Melbourne,Member,Male,Electronic accessories,64.38,7,22.53,473.19,26/4/2019,6:0,Credit card,450.66,4.76,22.53,4.0
879-62-5857,H,Berlin,Normal,Female,Fashion accessories,83.53,3,12.53,263.12,15/10/2019,12:16,Cash,250.59,4.76,12.53,7.4
792-51-7022,I,Johannesburg,Normal,Male,Electronic accessories,76.68,5,19.17,402.57,17/9/2019,8:59,Cash,383.4,4.76,19.17,9.9
980-37-6182,J,Melbourne,Member,Female,Food and beverages,78.32,6,23.5,493.42,15/4/2019,4:20,Cash,469.92,4.76,23.5,7.8
799-94-8157,K,London,Normal,Male,Sports and travel,49.38,2,4.94,103.7,26/4/2019,4:30,Ewallet,98.76,4.76,4.94,9.6
246-50-2685,I,Sydney,Member,Male,Food and beverages,14.72,8,5.89,123.65,11/12/2019,2:22,Credit card,117.76,4.76,5.89,8.6
175-18-6443,L,Melbourne,Normal,Male,Health and beauty,87.01,8,34.8,730.88,5/11/2019,20:14,Ewallet,696.08,4.76,34.8,4.7
317-66-1554,I,Berlin,Normal,Female,Fashion accessories,6.85,4,1.37,28.77,21/10/2019,8:4,Credit card,27.4,4.76,1.37,8.8
199-88-9589,L,Johannesburg,Member,Male,Electronic accessories,96.71,1,4.84,101.55,10/6/2019,17:16,Ewallet,96.71,4.76,4.84,4.6
929-18-1163,L,Cape Town,Member,Female,Sports and travel,35.46,4,7.09,148.93,22/11/2019,1:5,Credit card,141.84,4.76,7.09,9.5
740-24-2311,J,Johannesburg,Member,Female,Electronic accessories,36.34,7,12.72,267.1,7/9/2019,21:34,Cash,254.38,4.76,12.72,5.8
352-38-6018,I,Johannesburg,Member,Female,Electronic accessories,15.27,9,6.87,144.3,12/2/2019,16:19,Cash,137.43,4.76,6.87,5.7
909-76-3601,K,Berlin,Normal,Female,Home and lifestyle,86.64,2,8.66,181.94,3/2/2019,10:4,Cash,173.28,4.76,8.66,5.7
305-84-6985,K,Berlin,Normal,Male,Electronic accessories,37.63,1,1.88,39.51,23/12/2019,3:8,Cash,37.63,4.76,1.88,5.4
491-45-9414,L,Berlin,Normal,Male,Fashion accessories,17.08,7,5.98,125.54,2/5/2019,11:20,Ewallet,119.56,4.76,5.98,5.8
904-88-7957,K,Cape Town,Normal,Female,Food and beverages,5.23,5,1.31,27.46,16/12/2019,7:21,Credit card,26.15,4.76,1.31,8.0
559-27-7900,H,Sydney,Normal,Male,Home and lifestyle,66.87,10,33.44,702.14,25/12/2019,13:16,Ewallet,668.7,4.76,33.44,6.9
117-58-2308,J,Sydney,Member,Female,Electronic accessories,23.45,4,4.69,98.49,24/2/2019,0:10,Ewallet,93.8,4.76,4.69,4.8
719-77-5391,I,Berlin,Normal,Female,Electronic accessories,53.88,6,16.16,339.44,30/8/2019,17:14,Credit card,323.28,4.76,16.16,6.2
603-52-5264,L,London,Normal,Male,Electronic accessories,8.79,3,1.32,27.69,15/12/2019,21:33,Credit card,26.37,4.76,1.32,6.6
288-74-8196,K,Cape Town,Member,Female,Electronic accessories,42.14,6,12.64,265.48,15/11/2019,17:57,Cash,252.84,4.76,12.64,8.8
840-12-6007,J,London,Member,Male,Food and beverages,19.21,10,9.61,201.71,6/8/2019,16:20,Ewallet,192.1,4.76,9.61,5.8
541-99-5692,K,London,Normal,Male,Sports and travel,42.82,1,2.14,44.96,24/11/2019,16:44,Ewallet,42.82,4.76,2.14,5.6
374-85-5834,K,Berlin,Normal,Male,Fashion accessories,81.3,10,40.65,853.65,10/3/2019,12:53,Credit card,813.0,4.76,40.65,9.1
748-33-4118,K,Cape Town,Member,Male,Food and beverages,94.29,5,23.57,495.02,5/2/2019,11:6,Cash,471.45,4.76,23.57,6.4
416-34-9516,L,Melbourne,Member,Female,Health and beauty,41.78,6,12.53,263.21,27/1/2019,1:51,Credit card,250.68,4.76,12.53,4.7
160-40-2446,L,London,Normal,Male,Food and beverages,61.76,7,21.62,453.94,19/3/2019,6:50,Credit card,432.32,4.76,21.62,8.9
579-85-9493,L,Berlin,Normal,Male,Health and beauty,98.16,3,14.72,309.2,16/9/2019,4:3,Ewallet,294.48,4.76,14.72,6.3
